-0.12,136
-0.05,137
-0.07,137
-0.03,140
-0.05,144
0.15,140
0.35,144
0.36,144
0.43,149
0.46,148
0.61,149
0.6,149
0.47,149
0.54,151
0.65,153
0.64,153
0.74,151
0.84,157
1.01,164
1.04,165
1.08,165
1.26,160
1.31,167
1.31,168
1.38,167
1.51,172
1.2,172
1.3,167
1.47,173
1.62,172
1.59,168
1.64,176
1.4,172
1.71,172
1.8,176
1.95,180
1.91,180
1.97,183
2.12,181
2.1,181
2.2,183
2.09,183
2.19,184
2.19,185
2.31,184
2.3,180
2.32,192
2.41,188
2.48,192
2.65,192
2.5,192
2.67,192
2.66,197
2.8,193
2.75,193
2.82,201
2.8,197
2.81,197
2.95,196
2.89,197
3.01,197
2.96,199
3.13,200
3.07,201
3.23,208
3.31,212
3.35,208
3.36,208
3.5,212
3.54,209
3.58,213
3.63,212
3.51,212
3.66,213
3.73,213
3.75,217
3.84,217
3.72,215
3.86,220
3.86,215
3.84,220
3.75,213
3.85,225
3.99,221
3.86,217
3.96,213
4.06,224
4.11,221
4.26,228
4.4,225
4.37,231
4.44,228
4.59,233
4.47,225
4.58,231
4.51,229
4.53,231
4.54,229
4.56,224
4.63,231
4.68,233
4.79,233
4.84,233
4.9,236
5.01,240
4.92,236
4.88,236
5.02,241
5.11,240
5.11,240
5.15,241
5.14,240
5.23,245
5.27,240
5.2,244
5.25,247
5.27,247
5.38,247
5.52,247
5.43,249
5.37,245
5.47,245
5.48,249
5.5,249
5.65,253
5.55,253
5.67,260
5.65,253
5.62,256
5.69,253
5.77,252
5.86,260
5.91,257
5.92,261
5.74,249
5.8,260
5.86,257
5.92,261
5.76,256
5.77,260
5.71,256
5.74,256
5.58,248
5.63,249
5.62,252
5.6,252
5.49,248
5.52,246
5.42,249
5.46,245
5.18,215
5.35,249
5.41,257
5.44,249
5.59,249
5.52,245
5.5,249
5.58,252
5.53,248
5.61,252
5.55,252
5.56,256
5.46,249
5.49,249
5.51,249
5.43,245
5.43,249
5.41,247
5.42,245
5.57,249
5.46,247
5.43,245
5.39,253
5.48,252
5.51,249
5.5,252
5.39,244
5.48,253
5.36,245
5.48,249
5.46,247
5.5,249
5.43,247
5.43,247
5.39,245
5.5,249
5.48,248
5.47,248
5.4,244
5.47,248
5.39,247
5.36,245
5.37,245
5.35,245
5.46,244
5.38,247
5.39,247
5.41,248
5.38,247
