-0.2,135
-0.14,133
-0.08,140
0.01,133
-0.16,140
-0.09,135
0.11,144
0.08,140
0.12,145
0.28,148
0.43,148
0.34,148
0.37,149
0.52,151
0.59,152
0.54,149
0.58,152
0.58,149
0.52,149
0.62,152
0.65,153
0.84,156
0.88,157
1.03,160
1.14,164
1.32,164
1.35,164
1.35,164
1.44,172
1.37,164
1.49,172
1.5,168
1.4,164
1.55,169
1.6,172
1.68,172
1.82,172
1.82,172
1.99,180
2.05,181
2.03,180
2,180
2.1,181
2.26,188
2.41,197
2.2,180
2.2,188
2.29,185
2.19,185
2.25,184
2.28,185
2.5,192
2.59,192
2.48,192
2.65,192
2.69,197
2.51,199
2.69,192
2.84,197
2.95,196
2.93,200
2.91,197
2.9,197
2.97,201
3.08,197
2.97,197
3.23,204
3.25,209
3.22,201
3.35,204
3.44,212
3.4,212
3.46,208
3.5,208
3.61,209
3.65,209
3.67,217
3.74,216
3.79,216
3.72,213
3.81,215
3.84,220
3.68,215
3.78,216
3.89,220
4,231
4.05,220
3.97,217
4.35,252
4.19,221
4.18,221
4.26,225
4.2,224
4.36,231
4.39,232
4.44,225
4.56,228
4.47,228
4.61,228
4.55,233
4.62,233
4.58,230
4.61,236
4.58,228
4.66,236
4.78,240
4.77,232
4.63,233
4.77,236
4.82,240
4.69,231
4.7,233
4.88,240
4.89,240
4.62,229
4.69,236
4.76,236
4.6,228
4.54,231
4.57,229
4.5,231
4.55,233
4.52,232
4.48,228
4.42,229
4.45,228
4.51,232
4.45,225
4.55,228
4.55,233
4.58,232
4.61,225
4.72,231
4.52,225
4.58,229
4.63,232
4.59,233
4.55,229
4.62,229
4.61,229
4.57,231
4.53,228
4.52,225
4.49,225
4.45,229
4.62,240
4.74,231
4.61,233
4.61,229
4.52,231
4.6,233
4.48,229
4.42,229
4.53,229
4.58,233
4.61,237
4.65,233
4.56,221
4.57,236
4.59,236
4.64,230
4.55,233
4.68,233
4.65,231
4.65,236
4.67,233
