0.46,148
0.61,153
0.54,150
0.64,156
0.57,148
0.63,151
0.63,149
0.69,149
0.72,156
0.94,157
0.9,153
0.94,161
1.09,160
1.22,167
1.23,166
1.09,160
1.23,168
1.4,169
1.4,165
1.37,165
1.44,172
1.42,172
1.55,169
1.74,176
1.75,176
1.87,177
1.88,177
1.94,177
2.17,184
2.04,176
2.05,184
2.12,181
2.31,188
2.2,183
2.3,188
2.43,192
2.57,192
2.53,192
2.59,192
2.54,183
2.67,197
2.83,196
2.83,197
2.83,192
2.9,196
2.92,197
3.04,201
2.99,197
3.03,199
3.02,201
3.13,201
3.18,197
3.22,208
3.29,205
3.32,205
3.48,209
3.49,212
3.64,212
3.74,215
3.63,213
3.68,216
3.71,212
3.85,217
3.71,209
3.71,213
3.83,213
3.89,220
3.88,217
3.85,217
4.05,221
4.07,221
4.06,220
4.12,221
4.16,225
4.26,224
4.11,213
4.24,221
4.24,221
4.25,225
4.3,225
4.26,224
4.23,217
4.32,225
4.35,224
4.26,224
4.39,228
4.29,224
4.23,224
4.25,224
4.14,221
4.18,224
4.07,221
4.2,224
4.18,221
4.17,221
4.09,224
4.13,217
4.02,221
4.12,221
4.24,213
4.09,220
4.23,225
4.18,221
4.22,223
4.3,224
4.25,228
4.19,224
4.21,221
4.22,225
4.23,221
4.24,221
4.22,223
4.25,228
4.2,228
4.15,220
4.2,228
4.22,224
4.2,228
4.33,228
4.22,228
4.25,221
4.37,231
4.21,221
4.24,225
4.29,228
4.32,224
4.34,224
4.32,228
4.25,223
4.3,233
4.15,228
4.19,228
4.16,224
4.15,224
4.23,224
4.2,221
4.26,220
4.36,224
4.31,225
4.19,225
4.28,225
4.27,224
4.2,223
4.36,228
4.34,229
4.31,228
4.3,223
4.32,228
4.33,224
4.21,221
4.33,223
4.27,229
4.26,228
4.28,229
4.36,224
4.34,224
4.28,221
4.28,224
4.23,225
4.18,225
4.25,229
4.29,221
4.28,221
4.36,229
4.24,225
4.26,228
4.33,229
4.27,228
4.2,225
4.38,229
4.36,225
4.31,229
4.35,230
4.41,229
4.38,229
4.44,229
4.41,228
4.35,229
4.42,229
4.29,228
4.33,228
4.43,230
4.31,228
4.21,229
4.33,225
4.34,225
4.39,228
4.32,225
4.21,220
4.24,225
4.37,225
4.36,224
4.44,229
4.39,229
4.39,221
4.42,229
4.38,225
4.37,229
4.48,232
4.44,225
4.5,229
4.43,229
4.42,229
4.45,225
4.43,225
4.41,228
4.41,228
4.37,228
4.35,223
4.28,224
4.19,223
4.31,224
4.29,229
4.32,224
4.4,228
4.46,231
4.44,228
4.44,231
4.56,229
4.55,228
4.57,236
4.54,233
4.49,231
4.5,225
4.53,232
4.41,231
4.3,229
4.36,229
4.37,229
4.4,229
4.16,217
4.29,224
4.41,229
4.35,225
4.39,228
4.47,228
4.54,229
4.5,231
4.58,247
4.51,229
4.66,229
4.39,221
4.47,232
4.45,231
4.65,256
4.46,231
4.39,221
4.38,224
4.49,232
4.3,223
4.43,228
4.39,225
4.43,232
4.47,228
4.4,225
4.35,225
4.47,231
4.44,225
4.51,231
4.48,228
4.56,229
4.54,233
4.57,232
4.38,228
4.49,229
4.44,229
4.09,223
4.38,231
4.41,225
4.53,229
4.47,228
4.5,236
4.57,232
4.52,229
4.18,229
4.36,231
4.55,229
