0.36,149
0.43,149
0.34,148
0.42,148
0.43,149
0.46,149
0.44,144
0.38,148
0.53,151
0.45,144
0.5,148
0.53,149
0.6,149
0.72,156
0.63,149
0.78,156
0.82,160
0.83,153
0.9,160
1,161
0.87,160
1.07,160
1.13,166
1.29,168
1.27,166
1.2,165
1.4,165
1.43,168
1.36,165
1.46,167
1.58,176
1.44,169
1.69,176
1.8,180
1.78,172
1.94,180
1.87,176
1.96,176
2.06,177
2.07,181
2.19,185
2.21,185
2.19,188
2.22,188
2.11,176
2.26,183
2.4,192
2.3,184
2.51,192
2.55,192
2.57,196
2.63,192
2.75,197
2.82,197
2.86,199
2.84,200
2.79,192
2.82,196
2.91,199
2.97,196
2.95,197
3.09,204
3.04,204
3.14,201
3.21,208
3.44,208
3.39,205
3.47,212
3.48,212
3.61,213
3.56,213
3.64,213
3.63,209
3.68,213
3.76,217
3.74,212
3.77,213
3.78,217
3.83,221
3.92,221
3.84,213
3.96,220
3.9,217
4.04,220
4.09,221
4.14,221
4.29,229
4.27,229
4.36,225
4.29,229
4.36,228
4.49,236
4.4,229
4.58,229
4.58,232
4.59,233
4.61,236
4.67,233
4.66,233
4.76,236
4.84,231
4.91,241
4.97,240
4.95,240
5.02,237
5.01,240
5.11,241
5.22,245
5.16,245
5.12,245
5.24,245
5.33,249
5.35,248
5.38,247
5.06,247
5.32,247
5.41,247
5.42,248
5.34,233
5.48,249
5.62,257
5.76,256
5.63,253
5.67,253
5.79,256
5.87,256
5.9,260
5.95,260
5.94,260
5.92,260
6.01,263
6.05,261
6.07,264
6.1,260
6.12,265
6.13,260
6.15,264
6.31,264
6.28,268
6.44,269
6.52,272
6.52,273
6.47,265
6.55,276
6.71,276
6.81,277
6.74,277
6.8,277
6.82,277
6.86,276
6.8,276
6.88,277
6.93,279
6.9,277
6.96,281
6.98,279
6.92,279
6.98,284
7.02,285
7.11,281
7.09,281
7.08,281
7.22,289
7.23,284
7.2,284
7.45,292
7.38,284
7.49,289
7.46,293
7.4,289
7.54,292
7.57,292
7.59,293
7.52,292
7.67,300
7.6,293
7.73,293
7.73,297
7.6,292
7.75,297
7.71,295
7.83,300
7.85,297
7.99,297
8,300
8.01,300
8.05,300
8.02,297
7.94,308
8.26,308
8.43,308
8.26,300
8.35,309
8.42,309
8.47,309
8.49,309
8.52,313
8.57,311
8.53,309
8.63,316
8.62,311
8.77,313
8.66,309
8.66,311
8.74,316
8.74,313
8.88,324
8.99,320
8.93,320
8.9,320
8.98,320
9.11,320
9.08,321
9.11,324
9.17,325
9.16,324
9.18,329
9.22,321
9.21,324
9.24,324
9.35,328
9.36,325
9.5,324
9.33,325
9.31,329
9.32,324
9.48,328
9.5,336
9.61,332
9.56,333
9.62,333
9.65,336
9.66,329
9.73,336
9.83,336
9.78,329
9.93,341
9.94,343
9.93,336
10.01,340
10.01,341
10.08,340
10.08,341
10.05,341
10.12,343
10.21,345
10.25,345
10.14,348
10.18,341
10.2,344
10.24,348
10.19,343
10.27,348
10.26,345
10.34,343
10.33,348
10.28,349
10.4,349
10.38,348
10.46,349
10.49,348
10.58,353
10.63,356
10.49,349
10.65,349
10.48,357
10.6,356
10.72,356
10.85,356
10.89,361
10.79,356
10.72,356
10.9,359
11.08,381
10.95,357
10.9,356
10.82,353
10.89,359
10.91,356
11.03,364
11.09,365
11.05,364
11.16,365
11.21,365
11.16,361
11.2,365
11.26,368
11.18,365
11.19,365
11.39,372
11.22,364
11.37,368
11.32,372
11.43,369
11.46,372
11.57,372
11.47,375
11.55,375
11.5,368
11.59,375
11.55,369
11.51,372
11.46,368
11.51,373
11.52,373
11.53,368
11.47,369
11.42,365
11.42,368
11.44,375
11.37,368
11.39,368
11.3,365
11.29,364
11.49,372
11.35,361
11.34,368
11.25,364
11.28,365
11.29,369
11.29,368
11.31,371
11.31,364
11.29,364
11.32,368
11.27,365
11.22,365
11.27,365
11.21,364
11.29,364
11.26,361
11.25,369
11.22,361
11.19,359
11.3,369
11.3,368
11.32,365
11.37,368
11.27,365
11.38,365
11.33,365
11.27,365
11.26,364
11.25,368
11.3,368
11.18,365
11.34,372
11.26,364
11.22,365
11.23,359
11.18,368
11.25,364
11.24,368
11.2,364
11.18,368
11.19,368
11.14,359
11.08,368
11.09,368
11.03,357
