0.15,140
0.18,144
0.13,140
0.19,137
0.35,145
0.38,148
0.43,145
0.45,144
0.52,149
0.56,148
0.59,152
0.52,148
0.66,156
0.62,152
0.81,157
0.95,160
0.97,160
0.96,157
1.13,164
1.26,160
1.27,164
1.35,166
1.4,160
1.42,172
1.47,164
1.59,169
1.51,169
1.61,169
1.48,176
1.63,172
1.84,176
1.87,177
1.91,177
1.84,176
1.95,180
2.11,181
2.12,181
2.18,181
2.24,180
2.25,183
2.23,185
2.39,188
2.43,188
2.43,188
2.54,188
2.5,185
2.49,192
2.62,192
2.59,196
2.67,193
2.76,196
2.88,196
2.86,196
2.89,197
2.9,197
2.97,208
2.97,197
3.08,201
3.1,205
3.2,201
3.27,204
3.36,209
3.35,201
3.46,205
3.49,208
3.52,212
3.44,213
3.59,208
3.63,220
3.63,208
3.75,215
3.66,217
3.79,215
3.79,221
3.84,217
3.81,215
3.86,224
3.89,220
3.88,220
3.86,216
3.9,220
3.89,213
3.93,217
3.91,217
3.99,220
3.85,215
3.94,221
4,224
3.97,215
3.94,220
3.94,221
3.97,220
3.92,220
3.91,217
4,217
3.88,217
3.92,221
3.86,217
3.91,220
3.86,215
3.81,213
4.13,221
3.95,221
3.9,221
3.96,220
3.95,217
3.88,217
3.87,216
3.86,215
3.94,220
3.9,217
3.86,213
4,221
3.9,215
3.93,217
3.87,217
4.05,221
3.99,217
3.92,217
4.05,217
4.04,220
4.08,221
4.02,220
4.01,217
3.98,224
3.91,217
3.89,217
4.17,220
3.92,217
3.88,220
3.89,217
3.91,213
3.91,217
4,216
3.98,220
3.97,220
4.01,220
3.97,220
3.98,220
3.95,220
3.9,217
3.88,221
3.97,224
3.89,217
4.02,220
3.98,220
4.01,217
4.17,220
4.12,223
3.98,220
4.05,217
4.09,220
4.12,220
3.98,217
3.95,220
3.98,220
3.89,212
3.95,221
3.93,217
3.96,217
3.98,221
3.99,217
4.03,220
4,220
3.91,220
3.96,216
3.98,220
3.99,221
4.01,220
4.07,220
4.1,220
4.06,224
4.14,221
3.96,220
4.05,221
4,217
4,220
3.99,217
4.03,220
4.04,221
3.84,221
3.91,216
4.03,217
3.98,217
4.07,220
4.12,224
4.11,224
4.13,220
4.14,220
4.19,220
4.13,223
4.12,221
4.09,221
4.11,221
4.02,221
4,217
3.99,220
4.03,221
4.03,220
4.04,220
3.95,215
3.89,217
4.06,221
4.06,220
4.02,217
3.97,220
4.07,221
4.1,221
4.15,220
4.17,221
4.13,224
4.15,224
4.19,228
4.15,224
4.03,220
4.02,217
4.01,221
4.06,221
4.06,220
4.13,220
4.13,220
4.06,220
4.03,221
4.07,217
4.13,224
4.07,220
4.11,221
4.05,217
4.11,221
4.04,220
3.81,188
4.1,221
4.09,220
4.17,225
4.11,221
4.15,223
4.15,224
4.27,224
4.32,231
4.21,223
4.19,221
4.2,224
4.16,224
4.18,225
3.83,223
3.97,217
4.05,220
4.05,220
3.99,217
4.09,224
4.02,215
4.03,217
4.11,220
4.12,221
4.13,221
4.1,221
